"error_name","SurveyorID","Submission.Id","Quad.Sub.Quad","Tag","StemTag","Species","QX","QY","DBH","Status.census.2","HOM","Status.2021","Dead.with.resprout","Crown.position","Percentage.of.crown.intact","Percentage.of.crown.living","Lean.angle.if.greater.than.15.degrees","Lianas","FAD","Wounded.main.stem","Canker..swelling..deformity","Rotting.trunk","Notes.2021"
"status_AU_DS_or_DC_but_no_FAD","LM","084427ef-9e82-44bf-be93-596a95344a10","0206-22","20484","20484","tsugca","0.0752","5.2086",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-11","20501","20501","tsugca","2.34856","2.70096",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"missing_crown_position","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-11","20504","20504","tsugca","9.76234","5.62153",32.5,"A",1.3,"A","False",NA,80,65,NA,"0","I,LF",NA,NA,NA,"Dieback"
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-11","20505","20505","tsugca","8.48681","2.81975",NA,"D",1.3,"DS","False","1",5,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-11","20509","20509","tsugca","4.38112","4.20429",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-11","20510","20510","tsugca","0.90101","0.3949",NA,"D",1.3,"DS","False","1",10,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-12","20514","20514","tsugca","6.49842","2.0197",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-12","20516","20517","tsugca","5.63361","3.5369",NA,"D",1.39,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-21","20528","20528","fagugr","3.247","7.68243",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-22","20520","20520","fagugr","5.2495","7.7757",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-22","20522","20522","deadsw","7.04","7.6478",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-22","20523","20523","tsugca","6.626","7.6981",NA,"D",1.3,"DS","False","1",5,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-22","20524","20524","tsugca","6.4661","7.1947",NA,"D",1.41,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","01530ad6-c090-4084-a4f8-bda3258fc209","0207-22","20526","20526","fagugr","2.7209","0.6479",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-11","20535","20536","tsugca","8.37205","8.95648",NA,"D",1.3,"DS","False","1",45,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-11","20537","20537","tsugca","8.16226","4.16815",NA,"D",1.3,"DS","False","1",10,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-12","20543","20543","tsugca","3.27778","3.8549",NA,"D",1.28,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-12","20548","20548","tsugca","5.91907","2.1762",NA,"D",1.3,"DS","False","2",20,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-12","20549","20549","pinust","5.10922","2.7357",NA,"D",1.3,"DS","False","3",30,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-21","20571","20571","tsugca","6.794","4.70136",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-22","20550","20550","tsugca","2.7309","3.7456",NA,"D",1.28,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-22","20551","20551","tsugca","2.1751","5.6401",NA,"D",1.28,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-22","20556","20556","tsugca","2.8517","8.1043",NA,"D",1.3,"DS","False","1",5,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-22","20557","20557","tsugca","4.1921","7.9285",NA,"D",1.3,"DS","False","2",10,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-22","20558","20558","tsugca","5.0248","9.377",NA,"D",1.3,"DS","False","3",10,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-22","20561","20561","tsugca","8.2065","5.0592",NA,"D",1.3,"DS","False","1",75,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","be80a714-faea-4ab7-9a5d-0228621499d9","0208-22","20565","20565","tsugca","4.1437","3.4088",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","0f5b830a-6ec1-490a-84cd-62204b882ff7","0209-11","20580","20580","tsugca","7.81744","0.14371",NA,"D",1.3,"DS","False","2",40,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","0f5b830a-6ec1-490a-84cd-62204b882ff7","0209-11","20581","20581","tsugca","3.09157","2.08698",NA,"D",1.3,"DS","False","1",15,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","0f5b830a-6ec1-490a-84cd-62204b882ff7","0209-11","20583","20583","tsugca","3.15856","0.95646",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","0f5b830a-6ec1-490a-84cd-62204b882ff7","0209-12","20587","20587","acerru","7.15152","9.1084",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","0f5b830a-6ec1-490a-84cd-62204b882ff7","0209-12","20600","20600","tsugca","6.59161","2.8449",NA,"D",1.3,"DS","False","2",15,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","0f5b830a-6ec1-490a-84cd-62204b882ff7","0209-21","20739","20739","tsugca","6.833","7.79206",NA,"D",1.3,"DS","False","5",85,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","0f5b830a-6ec1-490a-84cd-62204b882ff7","0209-21","20743","20743","tsugca","8.6072","2.80176",NA,"D",1.3,"DS","False","2",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","0f5b830a-6ec1-490a-84cd-62204b882ff7","0209-21","20744","20744","tsugca","7.1962","2.49966",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","6d417e0d-6ec3-4c97-894a-da7fbeb40bdd","0210-11","20749","20749","tsugca","2.35991","4.45866",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","6d417e0d-6ec3-4c97-894a-da7fbeb40bdd","0210-11","20750","20750","tsugca","2.39916","5.25771",NA,"D",1.3,"DS","False","3",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","6d417e0d-6ec3-4c97-894a-da7fbeb40bdd","0210-11","20779","20779","deadsw","9.20266","4.89702",NA,"D",1.53,"DS","False","4",90,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","6d417e0d-6ec3-4c97-894a-da7fbeb40bdd","0210-11","20782","20782","tsugca","7.61211","0.21105",NA,"D",1.3,"DS","False","3",75,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","6d417e0d-6ec3-4c97-894a-da7fbeb40bdd","0210-11","20783","20783","tsugca","5.11362","1.57916",NA,"D",1.3,"DS","False","2",85,80,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","6d417e0d-6ec3-4c97-894a-da7fbeb40bdd","0210-12","20787","20788","acerru","3.32609","8.9467",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","6d417e0d-6ec3-4c97-894a-da7fbeb40bdd","0210-22","20845","20845","tsugca","8.8885","4.3128",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","6d417e0d-6ec3-4c97-894a-da7fbeb40bdd","0210-22","20847","20847","tsugca","8.3883","1.4977",NA,"D",1.3,"DS","False","1",10,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","6d417e0d-6ec3-4c97-894a-da7fbeb40bdd","0210-22","20851","20851","tsugca","7.2563","2.4036",NA,"D",1.3,"DS","False","1",85,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","4525a609-0c24-43f8-a651-02bfea8665c7","0211-11","20942","20942","tsugca","2.92941","5.73442",NA,"D",1.41,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","4525a609-0c24-43f8-a651-02bfea8665c7","0211-11","20943","20943","tsugca","1.2273","7.84613",NA,"D",1.39,"DS","False","1",5,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","4525a609-0c24-43f8-a651-02bfea8665c7","0211-12","20951","20951","deadsw","9.20625","6.6741",NA,"D",1.28,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","4525a609-0c24-43f8-a651-02bfea8665c7","0211-22","20960","20960","pinust","6.0918","7.0982",NA,"D",1.39,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","4525a609-0c24-43f8-a651-02bfea8665c7","0211-22","20962","20962","tsugca","7.2415","8.0525",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","4525a609-0c24-43f8-a651-02bfea8665c7","0211-22","20965","20965","tsugca","9.3507","6.076",NA,"D",1.3,"DS","False","1",80,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","4525a609-0c24-43f8-a651-02bfea8665c7","0211-22","20966","20966","tsugca","4.9155","3.1553",NA,"D",1.3,"DS","False","1",75,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-11","20978","20978","tsugca","3.4559","5.49471",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-11","20981","20981","tsugca","3.51608","7.54698",NA,"D",1.3,"DS","False","2",10,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-11","20982","20982","tsugca","4.02898","6.83251",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-11","20983","20983","tsugca","4.1362","9.2403",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-11","20984","20984","tsugca","7.28587","6.46583",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-11","20986","20986","tsugca","7.02332","3.57202",NA,"D",1.3,"DS","False","2",5,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-11","20988","20988","tsugca","9.07907","0.22241",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-11","20990","20990","tsugca","7.59231","1.91233",NA,"D",1.3,"DS","False","2",5,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-11","20991","20991","tsugca","3.8991","1.21095",NA,"D",1.3,"DS","False","3",5,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-12","20992","20992","tsugca","2.2446","5.0327",NA,"D",1.3,"DS","False","1",70,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-12","20995","20995","tsugca","0.37551","9.1397",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-12","21004","21004","tsugca","8.80004","4.393",NA,"D",1.3,"DS","False","1",50,0,45,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-12","21005","21005","tsugca","8.92139","4.2861",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"missing_crown_position","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-21","21017","21017","tsugca","5.6813","8.39072",33.9,"A",1.3,"A","False",NA,95,85,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-21","21026","21026","tsugca","5.5459","3.61301",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-21","21026","21026","tsugca","5.5459","3.61301",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-22","21010","21010","tsugca","3.6105","6.7244",NA,"D",1.3,"DS","False","1",20,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","814db3ea-2008-489f-a0ac-7db9c21e23c0","0212-22","21012","21013","tsugca","9.2561","6.2143",NA,"D",1.3,"DS","False","1",25,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-11","21031","21031","tsugca","1.94334","9.6429",NA,"D",1.3,"DS","False","1",15,0,NA,"0",NA,NA,NA,NA,NA
